,SampleCount
2018-12-20 23:37:00,19886.0
2018-12-20 23:39:00,19462.0
2018-12-20 23:42:00,18847.0
2018-12-20 23:44:00,18220.0
2018-12-20 23:47:00,17567.0
2018-12-20 23:49:00,17346.0
2018-12-20 23:52:00,16685.0
2018-12-20 23:54:00,16158.0
2018-12-20 23:57:00,15608.0
2018-12-20 23:59:00,15314.0
2018-12-21 00:02:00,14897.0
2018-12-21 00:04:00,14458.0
2018-12-21 00:07:00,13953.0
2018-12-21 00:09:00,13713.0
2018-12-21 00:12:00,13269.0
2018-12-21 00:14:00,13089.0
2018-12-21 00:17:00,12573.0
2018-12-21 00:19:00,12167.0
2018-12-21 00:22:00,11764.0
2018-12-21 00:24:00,11522.0
2018-12-21 00:27:00,11111.0
2018-12-21 00:29:00,10701.0
2018-12-21 00:32:00,10201.0
2018-12-21 00:34:00,10047.0
2018-12-21 00:37:00,19432.0
2018-12-21 00:39:00,9604.0
2018-12-21 00:42:00,18548.0
2018-12-21 00:44:00,8923.0
2018-12-21 00:47:00,17256.0
2018-12-21 00:49:00,8425.0
2018-12-21 00:52:00,16382.0
2018-12-21 00:54:00,8086.0
2018-12-21 00:57:00,15616.0
2018-12-21 00:59:00,7601.0
2018-12-21 01:02:00,14758.0
2018-12-21 01:04:00,7221.0
2018-12-21 01:07:00,13996.0
2018-12-21 01:09:00,6847.0
2018-12-21 01:12:00,13300.0
2018-12-21 01:14:00,6536.0
2018-12-21 01:17:00,12672.0
2018-12-21 01:19:00,6258.0
2018-12-21 01:22:00,12116.0
2018-12-21 01:24:00,5944.0
2018-12-21 01:27:00,11694.0
2018-12-21 01:29:00,5665.0
2018-12-21 01:32:00,11038.0
2018-12-21 01:34:00,5509.0
2018-12-21 01:37:00,10590.0
2018-12-21 01:39:00,5147.0
2018-12-21 01:42:00,10152.0
2018-12-21 01:44:00,5003.0
2018-12-21 01:47:00,9728.0
2018-12-21 01:49:00,4797.0
2018-12-21 01:52:00,9432.0
2018-12-21 01:54:00,4709.0
2018-12-21 01:57:00,9302.0
2018-12-21 01:59:00,4568.0
2018-12-21 02:02:00,8984.0
2018-12-21 02:04:00,4456.0
2018-12-21 02:07:00,8840.0
2018-12-21 02:09:00,4433.0
2018-12-21 02:12:00,8744.0
2018-12-21 02:14:00,4289.0
2018-12-21 02:17:00,8582.0
2018-12-21 02:19:00,4301.0
2018-12-21 02:22:00,8464.0
2018-12-21 02:24:00,4149.0
2018-12-21 02:27:00,8248.0
2018-12-21 02:29:00,4138.0
2018-12-21 02:32:00,8270.0
2018-12-21 02:34:00,4173.0
2018-12-21 02:37:00,8274.0
2018-12-21 02:39:00,4116.0
2018-12-21 02:42:00,8180.0
2018-12-21 02:44:00,4083.0
2018-12-21 02:47:00,8242.0
2018-12-21 02:49:00,4135.0
2018-12-21 02:52:00,8316.0
2018-12-21 02:54:00,4095.0
2018-12-21 02:57:00,8150.0
2018-12-21 02:59:00,4109.0
2018-12-21 03:02:00,8142.0
2018-12-21 03:04:00,4141.0
2018-12-21 03:07:00,8398.0
2018-12-21 03:09:00,4136.0
2018-12-21 03:12:00,8416.0
2018-12-21 03:14:00,4334.0
2018-12-21 03:17:00,8720.0
2018-12-21 03:19:00,4365.0
2018-12-21 03:22:00,8978.0
2018-12-21 03:24:00,4597.0
2018-12-21 03:27:00,9378.0
2018-12-21 03:29:00,4749.0
2018-12-21 03:32:00,9852.0
2018-12-21 03:34:00,4988.0
2018-12-21 03:37:00,10350.0
2018-12-21 03:39:00,5390.0
2018-12-21 03:42:00,11130.0
2018-12-21 03:44:00,5610.0
2018-12-21 03:47:00,11354.0
2018-12-21 03:49:00,5803.0
2018-12-21 03:52:00,12024.0
2018-12-21 03:54:00,6091.0
2018-12-21 03:57:00,12570.0
2018-12-21 03:59:00,6460.0
2018-12-21 04:02:00,13602.0
2018-12-21 04:04:00,6958.0
2018-12-21 04:07:00,14382.0
2018-12-21 04:09:00,7460.0
2018-12-21 04:12:00,15744.0
2018-12-21 04:14:00,8184.0
2018-12-21 04:17:00,17332.0
2018-12-21 04:19:00,8983.0
2018-12-21 04:22:00,19022.0
2018-12-21 04:24:00,9992.0
2018-12-21 04:27:00,21502.0
2018-12-21 04:29:00,11182.0
2018-12-21 04:32:00,24020.0
2018-12-21 04:34:00,12603.0
2018-12-21 04:37:00,26932.0
2018-12-21 04:39:00,13962.0
2018-12-21 04:42:00,29754.0
2018-12-21 04:44:00,15581.0
2018-12-21 04:47:00,32760.0
2018-12-21 04:49:00,16934.0
2018-12-21 04:52:00,35322.0
2018-12-21 04:54:00,18067.0
2018-12-21 04:57:00,37346.0
2018-12-21 04:59:00,19145.0
2018-12-21 05:02:00,39756.0
2018-12-21 05:04:00,20505.0
2018-12-21 05:07:00,43584.0
2018-12-21 05:09:00,22577.0
2018-12-21 05:12:00,48168.0
2018-12-21 05:14:00,25178.0
2018-12-21 05:17:00,53280.0
2018-12-21 05:19:00,27831.0
2018-12-21 05:22:00,59052.0
2018-12-21 05:24:00,30634.0
2018-12-21 05:27:00,65210.0
2018-12-21 05:29:00,33840.0
2018-12-21 05:32:00,71866.0
2018-12-21 05:34:00,37574.0
2018-12-21 05:37:00,80166.0
2018-12-21 05:39:00,42079.0
2018-12-21 05:42:00,89774.0
2018-12-21 05:44:00,46530.0
2018-12-21 05:47:00,99118.0
2018-12-21 05:49:00,51711.0
2018-12-21 05:52:00,109420.0
2018-12-21 05:54:00,56582.0
2018-12-21 05:57:00,118592.0
2018-12-21 05:59:00,60927.0
2018-12-21 06:02:00,126444.0
2018-12-21 06:04:00,64727.0
2018-12-21 06:07:00,135654.0
2018-12-21 06:09:00,70495.0
2018-12-21 06:12:00,148074.0
2018-12-21 06:14:00,76724.0
2018-12-21 06:17:00,162854.0
2018-12-21 06:19:00,84079.0
2018-12-21 06:22:00,178464.0
2018-12-21 06:24:00,93539.0
2018-12-21 06:27:00,196394.0
2018-12-21 06:29:00,100609.0
2018-12-21 06:32:00,209956.0
2018-12-21 06:34:00,108817.0
2018-12-21 06:37:00,229278.0
2018-12-21 06:39:00,118330.0
2018-12-21 06:42:00,249428.0
2018-12-21 06:44:00,128750.0
2018-12-21 06:47:00,269522.0
2018-12-21 06:49:00,138590.0
2018-12-21 06:52:00,287374.0
2018-12-21 06:54:00,146753.0
2018-12-21 06:57:00,297648.0
2018-12-21 06:59:00,149781.0
2018-12-21 07:02:00,301658.0
2018-12-21 07:04:00,149977.0
2018-12-21 07:07:00,300246.0
2018-12-21 07:09:00,151316.0
2018-12-21 07:12:00,305518.0
2018-12-21 07:14:00,154376.0
2018-12-21 07:17:00,314268.0
2018-12-21 07:19:00,158999.0
2018-12-21 07:22:00,325630.0
2018-12-21 07:24:00,164289.0
2018-12-21 07:27:00,331012.0
2018-12-21 07:29:00,166865.0
2018-12-21 07:32:00,334892.0
2018-12-21 07:34:00,167708.0
2018-12-21 07:37:00,337140.0
2018-12-21 07:39:00,169179.0
2018-12-21 07:42:00,342326.0
2018-12-21 07:44:00,172371.0
2018-12-21 07:47:00,347850.0
2018-12-21 07:49:00,175233.0
2018-12-21 07:52:00,354170.0
2018-12-21 07:54:00,177744.0
2018-12-21 07:57:00,355112.0
2018-12-21 07:59:00,176822.0
2018-12-21 08:02:00,347892.0
2018-12-21 08:04:00,171077.0
2018-12-21 08:07:00,337682.0
2018-12-21 08:09:00,168692.0
2018-12-21 08:12:00,336940.0
2018-12-21 08:14:00,168108.0
2018-12-21 08:17:00,335926.0
2018-12-21 08:19:00,168755.0
2018-12-21 08:22:00,339402.0
2018-12-21 08:24:00,170254.0
2018-12-21 08:27:00,342832.0
2018-12-21 08:29:00,171605.0
2018-12-21 08:32:00,344610.0
2018-12-21 08:34:00,172807.0
2018-12-21 08:37:00,346560.0
2018-12-21 08:39:00,175318.0
2018-12-21 08:42:00,355354.0
2018-12-21 08:44:00,177979.0
2018-12-21 08:47:00,358758.0
2018-12-21 08:49:00,178852.0
2018-12-21 08:52:00,357976.0
2018-12-21 08:54:00,182799.0
2018-12-21 08:57:00,366148.0
2018-12-21 08:59:00,179221.0
2018-12-21 09:02:00,355002.0
2018-12-21 09:04:00,176346.0
2018-12-21 09:07:00,346644.0
2018-12-21 09:09:00,172621.0
2018-12-21 09:12:00,344106.0
2018-12-21 09:14:00,170844.0
2018-12-21 09:17:00,341056.0
2018-12-21 09:19:00,171456.0
2018-12-21 09:22:00,345028.0
2018-12-21 09:24:00,172717.0
2018-12-21 09:27:00,345866.0
2018-12-21 09:29:00,173549.0
2018-12-21 09:32:00,348182.0
2018-12-21 09:34:00,174178.0
2018-12-21 09:37:00,349704.0
2018-12-21 09:39:00,175690.0
2018-12-21 09:42:00,352698.0
2018-12-21 09:44:00,177122.0
2018-12-21 09:47:00,357788.0
2018-12-21 09:49:00,180039.0
2018-12-21 09:52:00,363570.0
2018-12-21 09:54:00,183655.0
2018-12-21 09:57:00,368130.0
2018-12-21 09:59:00,182365.0
2018-12-21 10:02:00,365906.0
2018-12-21 10:04:00,183275.0
2018-12-21 10:07:00,365716.0
2018-12-21 10:09:00,183697.0
2018-12-21 10:12:00,368566.0
2018-12-21 10:14:00,184801.0
2018-12-21 10:17:00,372410.0
2018-12-21 10:19:00,187221.0
2018-12-21 10:22:00,377606.0
2018-12-21 10:24:00,188688.0
2018-12-21 10:27:00,379810.0
2018-12-21 10:29:00,191769.0
2018-12-21 10:32:00,384440.0
2018-12-21 10:34:00,191774.0
2018-12-21 10:37:00,385396.0
2018-12-21 10:39:00,195006.0
2018-12-21 10:42:00,393650.0
2018-12-21 10:44:00,196466.0
2018-12-21 10:47:00,395788.0
2018-12-21 10:49:00,198793.0
2018-12-21 10:52:00,400018.0
2018-12-21 10:54:00,201585.0
2018-12-21 10:57:00,404466.0
2018-12-21 10:59:00,202811.0
2018-12-21 11:02:00,405426.0
2018-12-21 11:04:00,202249.0
2018-12-21 11:07:00,407134.0
2018-12-21 11:09:00,205023.0
2018-12-21 11:12:00,412810.0
2018-12-21 11:14:00,206450.0
2018-12-21 11:17:00,413748.0
2018-12-21 11:19:00,207136.0
2018-12-21 11:22:00,414460.0
2018-12-21 11:24:00,206189.0
2018-12-21 11:27:00,410986.0
2018-12-21 11:29:00,206305.0
2018-12-21 11:32:00,409980.0
2018-12-21 11:34:00,203811.0
2018-12-21 11:37:00,406714.0
2018-12-21 11:39:00,203240.0
2018-12-21 11:42:00,407260.0
2018-12-21 11:44:00,204428.0
2018-12-21 11:47:00,410028.0
2018-12-21 11:49:00,205156.0
2018-12-21 11:52:00,411418.0
2018-12-21 11:54:00,205925.0
2018-12-21 11:57:00,412310.0
2018-12-21 11:59:00,205341.0
2018-12-21 12:02:00,409374.0
2018-12-21 12:04:00,204494.0
2018-12-21 12:07:00,409836.0
2018-12-21 12:09:00,206283.0
2018-12-21 12:12:00,413794.0
2018-12-21 12:14:00,207208.0
2018-12-21 12:17:00,417466.0
2018-12-21 12:19:00,209110.0
2018-12-21 12:22:00,417538.0
2018-12-21 12:24:00,209490.0
2018-12-21 12:27:00,420082.0
2018-12-21 12:29:00,210333.0
2018-12-21 12:32:00,419582.0
2018-12-21 12:34:00,210029.0
2018-12-21 12:37:00,422914.0
2018-12-21 12:39:00,210853.0
2018-12-21 12:42:00,424002.0
2018-12-21 12:44:00,213641.0
2018-12-21 12:47:00,430568.0
2018-12-21 12:49:00,215330.0
2018-12-21 12:52:00,433530.0
2018-12-21 12:54:00,217992.0
2018-12-21 12:57:00,435112.0
2018-12-21 12:59:00,216719.0
2018-12-21 13:02:00,433944.0
2018-12-21 13:04:00,216913.0
2018-12-21 13:07:00,431794.0
2018-12-21 13:09:00,217037.0
2018-12-21 13:12:00,437000.0
2018-12-21 13:14:00,219021.0
2018-12-21 13:17:00,438784.0
2018-12-21 13:19:00,220086.0
2018-12-21 13:22:00,442508.0
2018-12-21 13:24:00,221876.0
2018-12-21 13:27:00,444858.0
2018-12-21 13:29:00,222029.0
2018-12-21 13:32:00,445146.0
2018-12-21 13:34:00,223737.0
2018-12-21 13:37:00,447468.0
2018-12-21 13:39:00,222734.0
2018-12-21 13:42:00,448992.0
2018-12-21 13:44:00,226025.0
2018-12-21 13:47:00,453602.0
2018-12-21 13:49:00,228367.0
2018-12-21 13:52:00,457964.0
2018-12-21 13:54:00,227837.0
2018-12-21 13:57:00,457692.0
2018-12-21 13:59:00,229806.0
2018-12-21 14:02:00,459156.0
2018-12-21 14:04:00,228824.0
2018-12-21 14:07:00,457516.0
2018-12-21 14:09:00,229802.0
2018-12-21 14:12:00,460586.0
2018-12-21 14:14:00,232020.0
2018-12-21 14:17:00,464836.0
2018-12-21 14:19:00,230756.0
2018-12-21 14:22:00,465652.0
2018-12-21 14:24:00,234217.0
2018-12-21 14:27:00,466612.0
2018-12-21 14:29:00,233428.0
2018-12-21 14:32:00,466404.0
2018-12-21 14:34:00,232929.0
2018-12-21 14:37:00,467052.0
2018-12-21 14:39:00,233449.0
2018-12-21 14:42:00,468300.0
2018-12-21 14:44:00,234464.0
2018-12-21 14:47:00,470270.0
2018-12-21 14:49:00,235702.0
2018-12-21 14:52:00,471030.0
2018-12-21 14:54:00,235642.0
2018-12-21 14:57:00,708615.0
2018-12-21 14:59:00,235939.0
2018-12-21 15:02:00,704973.0
2018-12-21 15:04:00,233951.0
2018-12-21 15:07:00,707025.0
2018-12-21 15:09:00,237240.0
2018-12-21 15:12:00,709710.0
2018-12-21 15:14:00,236039.0
2018-12-21 15:17:00,709866.0
2018-12-21 15:19:00,237939.0
2018-12-21 15:22:00,713982.0
2018-12-21 15:24:00,237073.0
2018-12-21 15:27:00,712479.0
2018-12-21 15:29:00,237451.0
2018-12-21 15:32:00,710799.0
2018-12-21 15:34:00,471970.0
2018-12-21 15:37:00,705603.0
2018-12-21 15:39:00,473760.0
2018-12-21 15:42:00,710625.0
2018-12-21 15:44:00,473376.0
2018-12-21 15:47:00,709476.0
2018-12-21 15:49:00,470948.0
2018-12-21 15:52:00,704982.0
2018-12-21 15:54:00,423437.0
2018-12-21 15:57:00,469484.0
2018-12-21 16:02:00,464796.0
2018-12-21 16:07:00,231621.0
2018-12-21 16:12:00,231470.0
2018-12-21 16:17:00,231543.0
2018-12-21 16:22:00,229879.0
2018-12-21 16:27:00,228122.0
2018-12-21 16:32:00,226308.0
2018-12-21 16:37:00,223976.0
2018-12-21 16:42:00,222857.0
2018-12-21 16:47:00,220155.0
2018-12-21 16:52:00,218843.0
2018-12-21 16:57:00,216096.0
2018-12-21 17:02:00,212597.0
2018-12-21 17:07:00,208477.0
2018-12-21 17:12:00,207513.0
2018-12-21 17:17:00,205615.0
2018-12-21 17:22:00,201677.0
2018-12-21 17:27:00,197725.0
2018-12-21 17:32:00,192850.0
2018-12-21 17:37:00,189066.0
2018-12-21 17:42:00,185869.0
2018-12-21 17:47:00,182205.0
2018-12-21 17:52:00,180179.0
2018-12-21 17:57:00,175122.0
2018-12-21 18:02:00,171178.0
2018-12-21 18:07:00,166482.0
2018-12-21 18:12:00,161381.0
2018-12-21 18:17:00,157443.0
2018-12-21 18:22:00,153608.0
2018-12-21 18:27:00,148557.0
2018-12-21 18:32:00,144543.0
2018-12-21 18:37:00,139706.0
2018-12-21 18:42:00,135036.0
2018-12-21 18:47:00,132679.0
2018-12-21 18:52:00,129103.0
2018-12-21 18:57:00,126722.0
2018-12-21 19:02:00,123267.0
2018-12-21 19:07:00,119416.0
2018-12-21 19:12:00,115955.0
2018-12-21 19:17:00,111500.0
2018-12-21 19:22:00,107378.0
2018-12-21 19:27:00,102737.0
2018-12-21 19:32:00,100068.0
2018-12-21 19:37:00,95165.0
2018-12-21 19:42:00,91617.0
2018-12-21 19:47:00,87657.0
2018-12-21 19:52:00,85265.0
2018-12-21 19:57:00,82449.0
2018-12-21 20:02:00,79550.0
2018-12-21 20:07:00,76285.0
2018-12-21 20:12:00,75132.0
2018-12-21 20:17:00,73064.0
2018-12-21 20:22:00,69957.0
2018-12-21 20:27:00,68655.0
2018-12-21 20:32:00,66000.0
2018-12-21 20:37:00,64382.0
2018-12-21 20:42:00,62233.0
2018-12-21 20:47:00,60489.0
2018-12-21 20:52:00,59213.0
2018-12-21 20:57:00,58068.0
2018-12-21 21:02:00,57921.0
2018-12-21 21:07:00,56950.0
2018-12-21 21:12:00,56198.0
2018-12-21 21:17:00,55475.0
2018-12-21 21:22:00,53981.0
2018-12-21 21:27:00,52664.0
2018-12-21 21:32:00,51862.0
2018-12-21 21:37:00,51648.0
2018-12-21 21:42:00,51176.0
2018-12-21 21:47:00,50421.0
2018-12-21 21:52:00,49513.0
2018-12-21 21:57:00,49089.0
2018-12-21 22:02:00,48686.0
2018-12-21 22:07:00,47785.0
2018-12-21 22:12:00,47607.0
2018-12-21 22:17:00,46528.0
2018-12-21 22:22:00,45836.0
2018-12-21 22:27:00,44481.0
2018-12-21 22:32:00,43104.0
2018-12-21 22:37:00,42812.0
2018-12-21 22:42:00,41576.0
2018-12-21 22:47:00,40739.0
2018-12-21 22:52:00,39487.0
2018-12-21 22:57:00,38808.0
2018-12-21 23:02:00,37443.0
2018-12-21 23:07:00,36695.0
2018-12-21 23:12:00,35556.0
2018-12-21 23:17:00,34714.0
2018-12-21 23:22:00,33419.0
2018-12-21 23:27:00,32650.0
2018-12-21 23:32:00,31196.0
2018-12-21 23:37:00,30442.0
2018-12-21 23:42:00,29641.0
2018-12-21 23:47:00,27940.0
2018-12-21 23:52:00,27162.0
2018-12-21 23:57:00,25868.0
2018-12-22 00:02:00,24940.0
2018-12-22 00:37:00,18033.0
2018-12-22 00:42:00,17221.0
2018-12-22 00:47:00,16181.0
2018-12-22 00:52:00,15495.0
2018-12-22 00:57:00,14855.0
2018-12-22 01:02:00,14020.0
2018-12-22 01:07:00,13604.0
2018-12-22 01:12:00,13287.0
2018-12-22 01:17:00,12613.0
2018-12-22 01:22:00,12358.0
2018-12-22 01:27:00,11746.0
2018-12-22 01:32:00,11115.0
2018-12-22 01:37:00,10884.0
2018-12-22 01:42:00,10368.0
2018-12-22 01:47:00,10207.0
2018-12-22 01:52:00,9830.0
2018-12-22 01:57:00,9481.0
2018-12-22 02:02:00,9261.0
2018-12-22 02:07:00,8972.0
2018-12-22 02:12:00,8872.0
2018-12-22 02:17:00,8591.0
2018-12-22 02:22:00,8306.0
2018-12-22 02:27:00,8152.0
2018-12-22 02:32:00,7898.0
2018-12-22 02:37:00,7908.0
2018-12-22 02:42:00,7653.0
2018-12-22 02:47:00,7608.0
2018-12-22 02:52:00,7429.0
2018-12-22 02:57:00,7450.0
2018-12-22 03:02:00,7345.0
2018-12-22 03:07:00,7329.0
2018-12-22 03:12:00,7302.0
2018-12-22 03:17:00,7515.0
2018-12-22 03:22:00,7443.0
2018-12-22 03:27:00,7651.0
2018-12-22 03:32:00,7548.0
2018-12-22 03:37:00,7804.0
2018-12-22 03:42:00,7787.0
2018-12-22 03:47:00,7887.0
2018-12-22 03:52:00,7948.0
2018-12-22 03:57:00,8084.0
2018-12-22 04:02:00,8199.0
2018-12-22 04:07:00,8472.0
2018-12-22 04:12:00,8728.0
2018-12-22 04:17:00,8962.0
2018-12-22 04:22:00,9105.0
2018-12-22 04:27:00,9518.0
2018-12-22 04:32:00,9623.0
2018-12-22 04:37:00,10184.0
2018-12-22 04:42:00,10413.0
2018-12-22 04:47:00,10740.0
2018-12-22 04:52:00,10887.0
2018-12-22 04:57:00,11197.0
2018-12-22 05:02:00,11368.0
2018-12-22 05:07:00,11703.0
2018-12-22 05:12:00,12058.0
2018-12-22 05:17:00,12436.0
2018-12-22 05:22:00,13167.0
2018-12-22 05:27:00,13693.0
2018-12-22 05:32:00,14455.0
2018-12-22 05:37:00,15341.0
2018-12-22 05:42:00,16317.0
2018-12-22 05:47:00,17501.0
2018-12-22 05:52:00,18745.0
2018-12-22 05:57:00,19910.0
2018-12-22 06:02:00,21200.0
2018-12-22 06:07:00,22037.0
2018-12-22 06:12:00,23303.0
2018-12-22 06:17:00,24625.0
2018-12-22 06:22:00,26322.0
2018-12-22 06:27:00,27979.0
2018-12-22 06:32:00,30191.0
2018-12-22 06:37:00,32505.0
2018-12-22 06:42:00,35290.0
2018-12-22 06:47:00,38156.0
2018-12-22 06:52:00,41304.0
2018-12-22 06:57:00,45006.0
2018-12-22 07:02:00,46621.0
2018-12-22 07:07:00,47376.0
2018-12-22 07:12:00,50183.0
2018-12-22 07:17:00,52911.0
2018-12-22 07:22:00,56581.0
2018-12-22 07:27:00,60485.0
2018-12-22 07:32:00,63938.0
2018-12-22 07:37:00,66702.0
2018-12-22 07:42:00,71916.0
2018-12-22 07:47:00,77469.0
2018-12-22 07:52:00,82289.0
2018-12-22 07:57:00,88450.0
2018-12-22 08:02:00,90412.0
2018-12-22 08:07:00,91547.0
2018-12-22 08:12:00,95199.0
2018-12-22 08:17:00,99820.0
2018-12-22 08:22:00,104972.0
2018-12-22 08:27:00,109906.0
2018-12-22 08:32:00,114262.0
2018-12-22 08:37:00,119476.0
2018-12-22 08:42:00,125451.0
2018-12-22 08:47:00,131780.0
2018-12-22 08:52:00,139216.0
2018-12-22 08:57:00,144586.0
2018-12-22 09:02:00,146968.0
2018-12-22 09:07:00,148243.0
2018-12-22 09:12:00,150991.0
2018-12-22 09:17:00,154310.0
2018-12-22 09:22:00,159370.0
2018-12-22 09:27:00,164070.0
2018-12-22 09:32:00,168475.0
2018-12-22 09:37:00,171192.0
2018-12-22 09:42:00,177163.0
2018-12-22 09:47:00,181950.0
2018-12-22 09:52:00,186117.0
2018-12-22 09:57:00,190941.0
2018-12-22 10:02:00,194259.0
2018-12-22 10:07:00,194025.0
2018-12-22 10:12:00,197419.0
2018-12-22 10:17:00,200062.0
