,0.1,0.9,0.5
2019-01-28 07:35:00,59394.5390625,102429.5703125,80947.796875
2019-01-28 07:40:00,63081.05078125,107341.796875,85007.6328125
2019-01-28 07:45:00,59696.8671875,108181.8046875,84076.0703125
2019-01-28 07:50:00,56858.47265625,113714.296875,87874.1875
2019-01-28 07:55:00,63552.71484375,115785.9140625,89618.8828125
2019-01-28 08:00:00,65011.33984375,117497.46875,90032.7578125
2019-01-28 08:05:00,62879.8359375,123808.9375,95577.84375
2019-01-28 08:10:00,54098.9296875,123739.9765625,93071.78125
2019-01-28 08:15:00,59083.3359375,127634.5,99004.578125
2019-01-28 08:20:00,63349.1875,129132.953125,100981.6015625
2019-01-28 08:25:00,64715.046875,139128.75,98574.3828125
2019-01-28 08:30:00,61787.44921875,136114.9375,100481.109375
2019-01-28 08:35:00,58031.859375,136280.8125,106802.015625
2019-01-28 08:40:00,53971.70703125,141028.375,105351.65625
2019-01-28 08:45:00,55850.76171875,142338.03125,105666.6875
2019-01-28 08:50:00,57162.68359375,141015.625,105693.8515625
2019-01-28 08:55:00,52385.01171875,142290.890625,109942.2265625
2019-01-28 09:00:00,49917.453125,147422.90625,105334.2265625
2019-01-28 09:05:00,45291.5078125,141744.671875,102053.6484375
2019-01-28 09:10:00,47017.10546875,144044.25,108995.6640625
2019-01-28 09:15:00,44215.48046875,142094.34375,105972.078125
2019-01-28 09:20:00,40107.4765625,139974.234375,103385.3125
2019-01-28 09:25:00,38526.76171875,140596.078125,103234.7109375
2019-01-28 09:30:00,38159.7734375,144308.546875,105617.15625
2019-01-28 09:35:00,37940.99609375,141177.96875,104843.140625
2019-01-28 09:40:00,39514.8046875,143256.484375,102292.9296875
2019-01-28 09:45:00,39072.2734375,141966.96875,105846.8515625
2019-01-28 09:50:00,38190.4609375,143731.328125,108166.1484375
2019-01-28 09:55:00,28996.2578125,145052.140625,105976.0234375
2019-01-28 10:00:00,29778.380859375,144850.671875,105123.4296875
2019-01-28 10:05:00,31771.49609375,141374.203125,106272.1796875
2019-01-28 10:10:00,28813.53515625,141385.28125,104477.1171875
2019-01-28 10:15:00,28683.03515625,139140.0625,106271.609375
2019-01-28 10:20:00,30004.20703125,138795.75,104727.6015625
2019-01-28 10:25:00,30530.97265625,138451.09375,108029.65625
2019-01-28 10:30:00,29297.123046875,138451.875,108625.6484375
2019-01-28 10:35:00,30543.33984375,140900.90625,108503.296875
2019-01-28 10:40:00,31657.521484375,140194.265625,112772.453125
2019-01-28 10:45:00,31594.271484375,140071.1875,113401.9453125
2019-01-28 10:50:00,32356.8515625,141949.875,113869.640625
2019-01-28 10:55:00,30987.5390625,140550.734375,115752.390625
2019-01-28 11:00:00,32104.291015625,140108.75,115590.0234375
2019-01-28 11:05:00,35881.953125,138908.578125,118318.90625
2019-01-28 11:10:00,26689.1796875,140846.953125,118737.7734375
2019-01-28 11:15:00,36641.48828125,143233.3125,123195.3046875
2019-01-28 11:20:00,28613.1875,137547.984375,120244.140625
2019-01-28 11:25:00,27611.228515625,143970.078125,123752.2734375
2019-01-28 11:30:00,31477.8828125,141267.9375,124744.40625
2019-01-28 11:35:00,27102.4375,142747.5625,125445.5625
2019-01-28 11:40:00,33997.48828125,143208.03125,124863.578125
2019-01-28 11:45:00,29546.546875,141189.515625,126558.3515625
2019-01-28 11:50:00,28160.546875,144854.234375,129328.546875
2019-01-28 11:55:00,22614.380859375,144594.515625,127483.828125
2019-01-28 12:00:00,27792.6640625,143085.5,128798.6484375
2019-01-28 12:05:00,16751.8125,143945.875,128486.8984375
2019-01-28 12:10:00,11267.7041015625,143408.84375,130431.171875
2019-01-28 12:15:00,15143.2578125,144226.625,130014.1328125
2019-01-28 12:20:00,12826.3193359375,144452.5625,131869.640625
2019-01-28 12:25:00,14669.5361328125,144958.8125,130601.7265625
2019-01-28 12:30:00,13812.92578125,144311.140625,130826.3671875
2019-01-28 12:35:00,14591.51953125,146461.859375,133013.125
2019-01-28 12:40:00,13739.6533203125,142759.640625,133901.703125
2019-01-28 12:45:00,12096.408203125,147862.859375,132638.5625
2019-01-28 12:50:00,19256.892578125,149493.4375,134594.640625
2019-01-28 12:55:00,9832.185546875,147118.5625,134386.328125
2019-01-28 13:00:00,1946.8168945312,147066.4375,129291.6796875
2019-01-28 13:05:00,5779.6684570312,147017.078125,131941.828125
2019-01-28 13:10:00,4995.2587890625,149482.5625,132481.109375
2019-01-28 13:15:00,3323.5927734375,146817.109375,131343.4375
2019-01-28 13:20:00,-1672.0087890625,147047.953125,135184.90625
2019-01-28 13:25:00,62.3918457031,146490.609375,131761.015625
2019-01-28 13:30:00,4440.69921875,144652.890625,130554.1328125
2019-01-28 13:35:00,2808.4921875,147842.25,130564.28125
2019-01-28 13:40:00,-3895.0405273438,149242.140625,132364.03125
2019-01-28 13:45:00,-4901.5,148135.640625,132514.140625
2019-01-28 13:50:00,657.60546875,145574.9375,129917.21875
2019-01-28 13:55:00,2891.5576171875,146872.3125,133158.453125
2019-01-28 14:00:00,-5990.724609375,144337.75,130881.3359375
2019-01-28 14:05:00,-4671.2509765625,145290.0,129725.1875
2019-01-28 14:10:00,-6610.271484375,147315.859375,129616.7734375
2019-01-28 14:15:00,-9590.5869140625,145738.4375,128699.96875
2019-01-28 14:20:00,-690.53515625,145372.53125,130639.9296875
2019-01-28 14:25:00,-6235.3188476562,146625.359375,129111.765625
2019-01-28 14:30:00,-7923.2177734375,145227.515625,127859.3125
2019-01-28 14:35:00,-3858.474609375,143640.265625,129566.5859375
2019-01-28 14:40:00,-2269.5185546875,144844.90625,131095.71875
2019-01-28 14:45:00,-13052.751953125,145768.8125,132275.40625
2019-01-28 14:50:00,-8334.37109375,145612.15625,132134.03125
2019-01-28 14:55:00,-5877.4892578125,149149.265625,133033.296875
2019-01-28 15:00:00,-2302.08984375,146561.1875,132108.09375
2019-01-28 15:05:00,-939.568359375,148839.5625,134430.296875
2019-01-28 15:10:00,9070.517578125,154221.375,133275.421875
2019-01-28 15:15:00,-3397.7646484375,154853.78125,135414.046875
2019-01-28 15:20:00,7999.1083984375,149146.828125,136476.28125
2019-01-28 15:25:00,-2897.8376464844,151895.796875,138678.21875
2019-01-28 15:30:00,10530.458984375,156203.34375,139190.953125
2019-01-28 15:35:00,5922.154296875,156966.0625,138918.125
2019-01-28 15:40:00,17008.21484375,158381.984375,142354.0625
2019-01-28 15:45:00,3569.2329101562,159789.65625,142143.46875
2019-01-28 15:50:00,16071.560546875,158488.265625,142022.625
2019-01-28 15:55:00,12334.919921875,162750.515625,144516.140625
2019-01-28 16:00:00,11012.7158203125,164691.109375,145116.3125
2019-01-28 16:05:00,8819.919921875,165955.0625,144356.921875
2019-01-28 16:10:00,10129.578125,166254.09375,146104.65625
2019-01-28 16:15:00,15495.3447265625,164207.09375,146957.625
2019-01-28 16:20:00,14026.166015625,168060.09375,150185.5625
2019-01-28 16:25:00,20377.2578125,168038.4375,152048.484375
2019-01-28 16:30:00,10913.87109375,170050.90625,151560.8125
2019-01-28 16:35:00,16948.302734375,170126.28125,153507.796875
2019-01-28 16:40:00,9613.36328125,172854.21875,154743.796875
2019-01-28 16:45:00,18512.25,177224.40625,155977.1875
2019-01-28 16:50:00,15528.9873046875,177902.25,158604.109375
2019-01-28 16:55:00,17386.87890625,176192.875,160229.421875
2019-01-28 17:00:00,20281.296875,176893.984375,160959.21875
2019-01-28 17:05:00,25255.20703125,178729.34375,159074.953125
2019-01-28 17:10:00,14480.1953125,181385.171875,158663.390625
2019-01-28 17:15:00,29716.130859375,179364.328125,160450.734375
2019-01-28 17:20:00,26539.9921875,176873.59375,161964.296875
2019-01-28 17:25:00,20724.365234375,180200.5625,161358.625
2019-01-28 17:30:00,29070.994140625,178748.703125,160034.828125
2019-01-28 17:35:00,43452.63671875,176540.078125,158365.921875
2019-01-28 17:40:00,41881.09765625,178211.96875,156153.09375
2019-01-28 17:45:00,36632.90625,173998.34375,156373.671875
2019-01-28 17:50:00,35402.84375,172602.984375,152142.078125
2019-01-28 17:55:00,32825.17578125,170265.890625,151043.15625
2019-01-28 18:00:00,38559.9453125,169428.609375,144839.4375
2019-01-28 18:05:00,38845.4375,166141.25,142327.125
2019-01-28 18:10:00,38668.8359375,158590.09375,139536.578125
2019-01-28 18:15:00,29059.05078125,154263.328125,132908.6875
2019-01-28 18:20:00,29048.05078125,151314.8125,129782.6015625
2019-01-28 18:25:00,23827.50390625,147067.140625,126364.671875
2019-01-28 18:30:00,32039.625,142141.90625,121133.265625
2019-01-28 18:35:00,23545.345703125,133131.8125,113213.90625
2019-01-28 18:40:00,24794.427734375,127670.578125,110063.640625
2019-01-28 18:45:00,18305.42578125,123224.6640625,104266.75
2019-01-28 18:50:00,11695.822265625,114910.6796875,97207.796875
2019-01-28 18:55:00,13028.013671875,110679.9296875,93401.1796875
2019-01-28 19:00:00,9205.216796875,106657.5390625,87873.640625
2019-01-28 19:05:00,3185.1198730469,100678.125,85365.53125
2019-01-28 19:10:00,6682.33203125,96859.359375,81095.328125
2019-01-28 19:15:00,-5390.951171875,92687.46875,77670.2578125
2019-01-28 19:20:00,-6583.8188476562,89380.1484375,71898.921875
2019-01-28 19:25:00,-6252.6142578125,84521.2578125,68378.625
2019-01-28 19:30:00,-14211.919921875,79977.6953125,66448.734375
2019-01-28 19:35:00,-13529.58203125,75352.15625,61396.47265625
2019-01-28 19:40:00,-14959.732421875,71003.4375,58965.30859375
2019-01-28 19:45:00,-15550.8349609375,67020.3515625,55553.6796875
2019-01-28 19:50:00,-19017.638671875,62457.89453125,51477.2890625
2019-01-28 19:55:00,-23661.90234375,60600.3515625,49547.40234375
2019-01-28 20:00:00,-26462.345703125,58588.0078125,47181.62890625
2019-01-28 20:05:00,-23397.1171875,55161.53515625,46575.40625
2019-01-28 20:10:00,-28352.12890625,52059.109375,43124.8828125
2019-01-28 20:15:00,-27583.75390625,51152.0625,40415.7578125
2019-01-28 20:20:00,-28453.748046875,47617.83203125,39327.26953125
2019-01-28 20:25:00,-28350.60546875,46580.8671875,37538.36328125
2019-01-28 20:30:00,-27120.40625,43681.03515625,35962.41015625
2019-01-28 20:35:00,-31927.24609375,40428.046875,33890.5
2019-01-28 20:40:00,-27384.203125,39986.4921875,31483.064453125
2019-01-28 20:45:00,-29974.494140625,36605.64453125,30674.375
2019-01-28 20:50:00,-28367.8203125,35370.3515625,27705.8515625
2019-01-28 20:55:00,-28723.8984375,34673.26953125,26393.587890625
2019-01-28 21:00:00,-25658.8359375,32551.537109375,26731.25
2019-01-28 21:05:00,-27633.0703125,32391.9765625,25904.20703125
2019-01-28 21:10:00,-30529.048828125,29613.828125,23929.310546875
2019-01-28 21:15:00,-25176.609375,29409.591796875,22828.109375
2019-01-28 21:20:00,-30635.6953125,25941.958984375,21301.44140625
2019-01-28 21:25:00,-26125.498046875,26064.529296875,20515.837890625
2019-01-28 21:30:00,-22416.8671875,25562.4765625,19737.044921875
2019-01-28 21:35:00,-26912.333984375,22815.220703125,17011.529296875
2019-01-28 21:40:00,-25155.029296875,22069.64453125,16387.134765625
2019-01-28 21:45:00,-25603.890625,21995.912109375,15443.318359375
2019-01-28 21:50:00,-24585.1171875,20362.025390625,14116.2021484375
2019-01-28 21:55:00,-23106.892578125,18713.888671875,14020.0966796875
2019-01-28 22:00:00,-22671.748046875,17033.078125,12212.7392578125
2019-01-28 22:05:00,-24419.62890625,18282.107421875,11611.5283203125
2019-01-28 22:10:00,-24319.85546875,15745.0556640625,10436.19140625
2019-01-28 22:15:00,-21978.01171875,15725.251953125,9943.3447265625
2019-01-28 22:20:00,-20793.76171875,15207.9892578125,9244.3828125
2019-01-28 22:25:00,-19070.15625,14300.033203125,8447.9306640625
2019-01-28 22:30:00,-18238.248046875,12800.4404296875,7830.474609375
2019-01-28 22:35:00,-21111.62109375,12716.240234375,6667.19921875
2019-01-28 22:40:00,-17957.04296875,11200.12890625,6006.650390625
2019-01-28 22:45:00,-18410.34765625,9652.4580078125,4382.0727539062
2019-01-28 22:50:00,-16286.189453125,9784.1171875,3588.1943359375
2019-01-28 22:55:00,-17950.58984375,8870.083984375,4582.9536132812
2019-01-28 23:00:00,-17990.35546875,7822.8837890625,2122.8356933594
2019-01-28 23:05:00,-16358.8037109375,7087.19140625,1114.2724609375
2019-01-28 23:10:00,-17824.2421875,6550.84765625,1005.6250610352
2019-01-28 23:15:00,-14573.005859375,6569.5034179688,1318.6038818359
2019-01-28 23:20:00,-16120.98828125,5052.2241210938,489.7272949219
2019-01-28 23:25:00,-10862.94921875,6567.189453125,-171.8120117188
2019-01-28 23:30:00,-13955.365234375,4617.6166992188,-115.0145263672
2019-01-28 23:35:00,-11311.201171875,3304.5258789062,-931.9814453125
2019-01-28 23:40:00,-13729.34765625,3585.9968261719,-993.7825317383
2019-01-28 23:45:00,-12431.876953125,5175.7333984375,-2437.2502441406
2019-01-28 23:50:00,-12671.6650390625,2425.96875,-2152.3935546875
2019-01-28 23:55:00,-9545.0078125,2025.8542480469,-2889.2236328125
2019-01-29 00:00:00,-14577.33984375,-1606.150390625,-7114.7866210938
2019-01-29 00:05:00,-13606.439453125,-2814.5627441406,-7822.7348632812
2019-01-29 00:10:00,-14026.423828125,-1540.9560546875,-7087.3369140625
2019-01-29 00:15:00,-12019.205078125,-1448.1630859375,-6401.04296875
2019-01-29 00:20:00,-11929.2880859375,-1587.6737060547,-5812.1000976562
2019-01-29 00:25:00,-10359.6572265625,160.0034179688,-5133.5014648438
2019-01-29 00:30:00,-10898.515625,-458.2460327148,-5510.14453125
2019-01-29 00:35:00,-10613.44921875,-810.0123291016,-4575.783203125
2019-01-29 00:40:00,-11057.154296875,-165.9624023438,-4424.1435546875
2019-01-29 00:45:00,-10074.5263671875,113.583984375,-4733.7822265625
2019-01-29 00:50:00,-10270.6171875,690.615234375,-3962.4665527344
2019-01-29 00:55:00,-9020.40625,136.3913574219,-4618.6826171875
2019-01-29 01:00:00,-11103.1298828125,-1944.5596923828,-5897.7080078125
2019-01-29 01:05:00,-11231.212890625,-377.0029296875,-6070.939453125
2019-01-29 01:10:00,-9643.1435546875,-117.1875,-5637.5590820312
2019-01-29 01:15:00,-9941.814453125,160.3450927734,-5330.208984375
2019-01-29 01:20:00,-8313.7890625,321.408203125,-5219.525390625
2019-01-29 01:25:00,-10316.8427734375,-146.9660644531,-4261.9970703125
2019-01-29 01:30:00,-9072.404296875,100.3374023438,-4553.919921875
2019-01-29 01:35:00,-9225.583984375,777.43359375,-4701.6586914062
2019-01-29 01:40:00,-9664.15625,2983.400390625,-5240.2861328125
2019-01-29 01:45:00,-10092.767578125,2056.7607421875,-4905.654296875
2019-01-29 01:50:00,-9255.70703125,3683.8706054688,-3360.8044433594
2019-01-29 01:55:00,-10218.361328125,3391.6796875,-5360.4428710938
2019-01-29 02:00:00,-12206.9638671875,3454.54296875,-6569.2133789062
2019-01-29 02:05:00,-10961.541015625,4463.5595703125,-6248.7905273438
2019-01-29 02:10:00,-10160.3369140625,5583.2241210938,-6028.4926757812
2019-01-29 02:15:00,-11296.14453125,8400.53125,-5584.9189453125
2019-01-29 02:20:00,-11219.794921875,9951.478515625,-5104.54296875
2019-01-29 02:25:00,-11079.42578125,11152.982421875,-5192.9545898438
2019-01-29 02:30:00,-11009.59375,11835.5693359375,-6560.6850585938
2019-01-29 02:35:00,-10923.08984375,13151.4501953125,-5687.6274414062
2019-01-29 02:40:00,-11775.00390625,14107.83984375,-6276.6181640625
2019-01-29 02:45:00,-11781.0166015625,16612.212890625,-5976.9765625
2019-01-29 02:50:00,-13041.7734375,16876.564453125,-6838.5458984375
2019-01-29 02:55:00,-13478.5068359375,14272.560546875,-7205.4951171875
2019-01-29 03:00:00,-12887.9638671875,19908.64453125,-7133.6884765625
2019-01-29 03:05:00,-12420.265625,21689.65625,-7163.8515625
2019-01-29 03:10:00,-12352.34375,22693.1171875,-7079.62109375
2019-01-29 03:15:00,-14633.236328125,28273.970703125,-7024.20703125
2019-01-29 03:20:00,-12820.2763671875,31987.029296875,-7034.12109375
2019-01-29 03:25:00,-12506.3095703125,32844.015625,-5873.6728515625
2019-01-29 03:30:00,-13454.9912109375,36924.171875,-6710.40234375
2019-01-29 03:35:00,-14502.4765625,38982.48046875,-6792.1728515625
2019-01-29 03:40:00,-13458.5927734375,34652.2890625,-7398.4477539062
2019-01-29 03:45:00,-13960.177734375,36334.99609375,-6376.703125
2019-01-29 03:50:00,-12650.599609375,48301.53515625,-5590.4086914062
2019-01-29 03:55:00,-12781.634765625,55767.6875,-5841.4287109375
2019-01-29 04:00:00,-13487.23828125,50999.8828125,-6407.5747070312
2019-01-29 04:05:00,-14045.140625,59920.51171875,-4916.3305664062
2019-01-29 04:10:00,-12721.056640625,68505.8828125,-4688.1962890625
2019-01-29 04:15:00,-10864.7978515625,71884.9453125,-4047.3427734375
2019-01-29 04:20:00,-11469.9013671875,81336.6328125,-4486.0063476562
2019-01-29 04:25:00,-11651.708984375,79100.1640625,-2712.6010742188
2019-01-29 04:30:00,-10895.62890625,109979.96875,-2525.380859375
2019-01-29 04:35:00,-10814.8017578125,111913.0859375,-2903.6176757812
2019-01-29 04:40:00,-9707.4384765625,125982.390625,-1679.8988037109
2019-01-29 04:45:00,-10178.0224609375,123603.4140625,12.0551757812
2019-01-29 04:50:00,-7466.021484375,152169.0625,-567.305847168
2019-01-29 04:55:00,-8266.2998046875,152817.953125,35.9057617188
2019-01-29 05:00:00,-6328.3662109375,190192.03125,598.8680419922
2019-01-29 05:05:00,-5614.5913085938,187922.9375,520.662109375
2019-01-29 05:10:00,-5532.0932617188,202923.265625,2953.4868164062
2019-01-29 05:15:00,-3135.4436035156,213384.84375,5599.693359375
2019-01-29 05:20:00,-3267.8395996094,219213.53125,5616.265625
2019-01-29 05:25:00,-1061.2868652344,220347.1875,6910.7768554688
2019-01-29 05:30:00,683.2924804688,240774.75,10951.6103515625
2019-01-29 05:35:00,740.3410644531,253672.859375,11415.7236328125
2019-01-29 05:40:00,3583.1689453125,255222.75,13497.259765625
2019-01-29 05:45:00,5090.359375,247283.96875,15522.5400390625
2019-01-29 05:50:00,7637.6596679688,239317.65625,19326.794921875
2019-01-29 05:55:00,9513.46875,240953.875,20497.37109375
2019-01-29 06:00:00,10346.84375,257152.453125,22188.486328125
2019-01-29 06:05:00,13837.0068359375,246410.984375,25105.158203125
2019-01-29 06:10:00,16406.5859375,253933.109375,27391.232421875
2019-01-29 06:15:00,19768.87890625,243247.0625,29998.185546875
2019-01-29 06:20:00,20186.330078125,262287.34375,33225.234375
2019-01-29 06:25:00,23743.662109375,240901.765625,37917.0703125
2019-01-29 06:30:00,25086.294921875,240262.515625,40554.95703125
2019-01-29 06:35:00,28642.544921875,249382.921875,43574.90234375
2019-01-29 06:40:00,32897.58203125,238951.625,45573.41796875
2019-01-29 06:45:00,33497.42578125,253200.25,51197.8359375
2019-01-29 06:50:00,34700.37109375,243117.890625,54410.19921875
2019-01-29 06:55:00,36544.5859375,241181.125,54026.51953125
2019-01-29 07:00:00,35881.5234375,227648.875,55302.9453125
2019-01-29 07:05:00,36931.28515625,214578.515625,56484.421875
2019-01-29 07:10:00,36196.63671875,206352.28125,64029.3984375
2019-01-29 07:15:00,46010.859375,193365.4375,62677.421875
2019-01-29 07:20:00,43398.8046875,192418.234375,69999.5390625
2019-01-29 07:25:00,48219.5859375,181574.90625,73227.8515625
2019-01-29 07:30:00,48674.328125,171407.65625,77772.6328125
2019-01-29 07:35:00,51790.203125,173459.578125,81425.6796875
2019-01-29 07:40:00,50895.20703125,171223.3125,83800.0625
2019-01-29 07:45:00,58996.453125,162889.953125,89732.3671875
2019-01-29 07:50:00,64688.125,159331.953125,99099.6640625
2019-01-29 07:55:00,58466.890625,153525.046875,98706.8203125
2019-01-29 08:00:00,64413.12890625,154029.71875,101870.3671875
2019-01-29 08:05:00,68296.1796875,160257.359375,108208.078125
2019-01-29 08:10:00,71155.453125,161326.828125,109465.1484375
2019-01-29 08:15:00,71448.3515625,162685.40625,116885.8828125
2019-01-29 08:20:00,79404.984375,169315.421875,122046.3984375
2019-01-29 08:25:00,87060.9453125,167924.390625,123953.140625
2019-01-29 08:30:00,85990.015625,170314.875,126886.140625
2019-01-29 08:35:00,84568.171875,172106.140625,131716.25
2019-01-29 08:40:00,94933.8671875,178871.921875,133400.3125
2019-01-29 08:45:00,101293.9453125,181092.015625,136203.234375
2019-01-29 08:50:00,96048.3515625,182185.8125,136792.109375
2019-01-29 08:55:00,95986.609375,182037.6875,141539.375
2019-01-29 09:00:00,104859.109375,183882.828125,136345.171875
2019-01-29 09:05:00,100551.53125,181550.359375,142025.546875
2019-01-29 09:10:00,102693.3203125,178567.359375,142254.078125
2019-01-29 09:15:00,100783.2109375,181012.40625,148521.25
2019-01-29 09:20:00,102167.234375,185368.1875,143656.609375
2019-01-29 09:25:00,104093.1640625,184171.109375,148833.96875
2019-01-29 09:30:00,105648.3359375,186113.90625,152552.125
2019-01-29 09:35:00,106889.6640625,187696.390625,152527.53125
2019-01-29 09:40:00,107621.96875,184545.765625,157788.59375
2019-01-29 09:45:00,109473.21875,183551.1875,152686.484375
2019-01-29 09:50:00,108641.703125,186747.171875,155655.453125
